Id,EssaySet,EssayText,EssayScore
24653,9,"The author organizes this article by grouping different information together. Under 'What Is Space Junk?', an explanation is given of what it is. Under 'Crash Course', the author talks about examples of when space debris has become a problem to space exploration.",1
23360,9,"The author organizes this article using passages for different information. What is space junks?, Crash Course, and Little Bits, But a Big Deal are all seperate passages that talk about different things.",2
23839,9,"The author organizes the article by using a catchy way to bring in the attention of the reader. Lines 1-4 illistrate this. Then the author begins to use facts and statistics to show how serious this topic was. This was the authors main goal it seemed, to show the reader 'space junk' is a serious matter.",1
24401,9,In the first section called orbiting junk he introducess us to space junk and gets us interested in his article.  After that he breifly explains the space age in what is space junk.  Then he talks about the dangers of sending objects into space because they can run into each other in crash course.  In the final section called little bits but a big deal he talks about why it is important to fix this problem.,2
24073,9,"The auther puts the article together in different sections. First, there is the hook and intro. Then, there is some background info and then the statistics and current matters on this subject.",2
24211,9,"The author starts off by giving background information about junk that orbits in the 'Orbiting Junk' headline. The author then proceeds to give the reader background information on space junk in the 'What Is Space Junk?' headline. The author then goes on to talk about spack junk and its path and possible collision course. After that, the author shows how little pieces of junk can have a huge and costly impact on the space inviornment. The passage is written like an essay with an introduction, body, and a conclusion.",2
24248,9,First theres an introduction and that gets you to want to read and figure out what the purpose of the story is. Then it explains what space junk is and gives history of how it has been made and some history about satellites. After that it gives and example of a time in which an occurance has happened when two satellites collided. Then the story goes on about what precautions and how dangerous it is when they launch space missions or satellites. I thought it was a good way to organize it all.,2
24737,9,"The author does an excellent job at ordering the information of this article. They begin with an attention-getter in the opening paragraph to grab the reader's attention, 'Grab your telescope! Look up in the sky!', then move into describing the topic of their article, space junk, more clearly, 'The disabled object becomes a piece of high-tech junk...' The following paragraphs explain how space junk comes to be, 'With no one at the controls, dead satellites run the risk of colliding with each other', and the article closes with the dangers of space junk, 'Those bits of space debris present a very serious problem.'",2
23203,9,"The author organizes this article by first using an interesting interduction to hook the audience, then they broke the remaining paragraphs into catagories in order to make the article easier to follow and understand. The catagories the author used were 'What is Space Junk?', 'Crash Cource', and 'Little Bits, But a Big Deal'.",2
23882,9,"Obviously, it is convenient to read under the four headings presented within this article. He begins with an exciting introduction to his topic before establishing his thesis about the dangers of 'space junk.' He then goes on to describe the history of the world's journey into the galaxy and touch on the unpredicted ramifications of such an adventure. Toward the end, the author focuses on the modern problems created by space exploration and how it is imperative for them to be solved before considering future risks of more exploration.",2
24311,9,He organizes the articles by importance.,0
23482,9,"The author presents the subject with a few startling statements to get the reader interested with the topic.The author then goes into what his statement about space junk means, then how space junk is created, how space junk negatively effects the outer space world/environment, and how it is increasing to become a bigger problem because of the constant research with other satellites.",2
23988,9,The author put it in different catagories like What is Space Junk and he talks bout what it is.,1
24669,9,"The author organized this article with a attention getter, and than some starlting facts after the fact you have been pulled in. Than the author gives some really startling facts that are really interesting. The author informs you how far away the junk is and how fast it can come back to earth and do some serious damage.",0
24624,9,yet the problem is certain to persist.,0
23189,9,The author starts by using a catchy introduction and goes into some history on the subject. After that he brings up an event about his subject then he trys to convence the reader to agree with his option.,1
23570,9,"The author starts off by getting your attention with shocking statements that you didn't know about. Then explains what is Space Junk which is space capsules, telescopes, and satellites in the Earth's atmosphere. The Crash Course tells you how satellites, space capsules, and telescopes have collided in space and are very hazardous. Little Bits, But a Big Deal describes how people are getting mad from all of this happening because something could land on earth.",1
24441,9,"He has the introduction, then he goes into details about what the space junk really is, the actual harmful ways it has, and that even though the garbage maybe small it is effective.",1
23466,9,"The author organizes the article into sections. The author has three sections in his article. Each have atleast two paragraph. Both listing what topic they are writting about. The three sections are called 'What is space junk', 'Crash Course', 'Little Bits, But a Big Deal'",2
23540,9,"The author starts by grabbing the readers attention with shocking statements. Then the author goes off and tells what is the space junk that is flying around. After that the author tells how the space junk is in the way, or in danger, of other satellites. But they are so little, why such a big deal? In this next paragraph, he compares sand to the tiny bits if trash. Saying how big of a damage it can be.",1
24443,9,The author organizes this article intofour smaller articles that all have an overlying topic that is 'space junk'. This allows the reader to take in as mcuh information as possible. It also allows the reader to know where specific details come from and find them very quickly.,2
22975,9,The author organizes the article in parts. He starts with an introduction to pull the reader in and then quickly changes the tone to show that he is still taking the article seriously.,1
23284,9,"They organized the articles by telling what the problem was, then go over if these things stay in space how they could harm us.",0
23416,9,The autor organized the article with question and there answer below it. The first question is What Is Space Junk?,0
24205,9,"The author organizes the article in small sections with only a few paragraphs to explain the subtopic in each section. The subtopic What Is Space Junk? consists of two paragraphs. It is all under the main Topic, Orbiting Junk.",2
23222,9,He catches the readers attention,0
23319,9,The author organizes the article by explaining the most important parts of space history. He does this by talking about when the Soviet Union launched the first artificial satillite. He also expains the danger of space exploration. Tiny fragments traveling at a high speed could cause major damage to the Earth.,1
24739,9,They organize it by using ancadotes as the introductions then breaking down the article into sections that discuss the different topics.,1
24157,9,"The author organized this article in a very neat way, by dividing the categories up into iindividual sections. It is very easy to read. It's rather refreshing.",1
23522,9,The author organizes the article by putting sub-headings in so that you know what he is going to be talking about in the section.,1
23595,9,"The author organizes this artilce by seperating it into three differnt parts. The first part is the introduction , intoducing wht the article will be about. The second goes back to give us some backround information about whaat has been going on. The third is to talk about how serious the matter is that they are dealing with, and to help people understand what's going on now.",1
23268,9,the auther wanted to write aboutthe danger of debris in space that culd destroy the satilites if not checked.,0
23962,9,because its about space junk and how it could cause things to happen in our world..,0
23350,9,By telling how space junk is when its in space and factors about it to.,0
23541,9,"He organizes it by topic, such as what is Space Junk?  Then he tells you about what Space Junk is.  The next is Crash Course an so on.  It is well organized in different catagories and topics.",2
23653,9,The author does a great job in organizing this article. He organizes it so all his information leads to his point of the article. He explains what is going on is space by first giving some history of the problem. Then he gets to the main point of the problem and explains how dentremental it really is to space and the environment.,1
23063,9,"Tells us what sppace junk is, tells us how dangous it can be if there is junk just floting around and what could happen if there is mircodebris floating around.",1
23589,9,The author organizes the article by a timeline. The author starts with how countries began the great space invasions and start exploring space. Then he talks about satellites crashing into each other and other debris flowing freely in space. Then he finally talks about how dangerous the debris can be.,1
