Id,EssaySet,EssayText,EssayScore
17418,7,"One trait that can describe Rose is that she cares about what is right for the family instead of what she wants because when Anna said she doesn't care about money and she wants Papa home, thats being self-centered.  Rose shows the positive side of her father being gone and just accepts it and is willing to keep helping the family.",1
18584,7,One trait that I think describes Rose is mature. I think this because when she was talking to her sister Anna she stood up for her father who moved to Los Angeles. She looks at things from other peoples' perspectives which makes her very mature.,2
17224,7,"Rose is a person that tries to keep everyone happy by telling them what they want to hear, and not exactly what she feels.  She says that ''He had to go.''  She also refers to a laugh that came no where near soundind sincere.",0
17321,7,"I think that Rose seems lonely and that is why she has so much in her life. She works to help out the family but at the same time when she is home she does school work and helps out with supper. I think that she feels the same way Anna does but doesnt want to admit it. With her doing all of these things she has no time to miss her mom, dad, or even Paul.",0
18742,7,Rose hides her emotions for the sake of others. She shows how selfless she is when she does not answer her aunt's question in paragraph 19 (sentence 1).,0
18267,7,Rose is a hard worker and is trying to do her part to help her family. For example Rose states that Anna and her have to do their part to help Paul finish college.,1
17524,7,"Busy but wants her aunt to be happy, like at the end of the story she starts suggesting other things for her aunt to do to make money, because she feels like she's un happy.",0
17597,7,"Rose is very compassionate to her sister. It's a lot of responsibility to take on when you're mother is not around and you have a little sister to take care of. Rose tries to make her little sister feel better about their situation, even though she is already so weighted down by it.",1
17270,7,Rose doesn't depend on herself. She always looks down on the situation.,0
18387,7,"the anna told rose head jerked up from her chest.anna, what wrong? you feel okay. that what anna told rose.",0
17352,7,Rose feels overworked and wants an easier life. This based on when Aunt Kolab asked her if it's difficult for her to imagine life in Cambodia.,0
17543,7,"She is hardworking. I can see that from the conversation she has with her little sister Anna. In that conversation she talks about how it was their duty to pay off Paul's college loans. She isn't indifferent or mad, she only has one thing in mind, and that is that she and her family will pay off the loans and things will be better.",2
17655,7,"Rose is a caring person. When Rose and Anna were talking, Rose asked her what was wrong which showed that she cares about how her sister feels. Also she cares about her family because she doesn't want to let them down with writing her essay.",2
17065,7,One Trait that shows how Rose is as a person is that she is very mature. She works alot to help pay their way in this country. While she works she still keeps up on school work and helps her aunt cook for the family.,2
17591,7,"Rose is responsible, but over works herself.'when would she squeeze in writing a flawless three-thousand word essay?'",1
