Id,EssaySet,EssayText,EssayScore
14325,6,the cell membrane is controlled,0
15050,6,1.DIVISION                                                                            2.,0
14570,6,"disruptive, stabilizing, and molting",0
15319,6,Endocytosis controls what is brought into the cell through the cell membrane.Exocytosis controls what is put out of the cell through the cell membrane.Soddium potassium pump contols how much sodium is left inside the cell and how much of the extra is put out of the cell. It also decides how much potassium is left outside the cell and how much of it is put inside the cell.,1
15442,6,The cell membrane has a semi premiable membrane that only lets certain things go in and out of the cell.,1
15159,6,1) see if the organism is inffected2) move the organism to the cell membrane3) check the organism4)move the oranism out of the cell,0
14024,6,"1: They move with the flagellum,so they can move throughout the cells.2: By ribosomes, so they can send energy through out the cell.3: Or by sending messages to one another",0
15181,6,Cells use vacules to allow water in and out of the cell.Cells use osmosis to allow the movent of water acrossed the cell or into the cell.,1
14192,6,"1. Osmosis, the equilzation of water in and outside the cell.2. Organelles, which prevent unessesary functions.3. The Nucleus, the 'brain' of the cell.",0
14257,6,"Three processes used by cells to control the movement of substances across the cell membrane are the sodium potassium pump, endocytosis, and exocytosis.      The sodium potssium pump pumps sodium ions out and potassium ions in. It is a form of active transport,     Endocytosis moves large materials into the cell by the use of a vesicle; it is a form of active transport.     And exocytosis moves large materials out of a cell by the use of a vesicle; it is also a form of active transport.",1
14921,6,1.how big the openings are in the membrane.      2.what type of cells are allowed threw the openings.,0
15691,6,"Flagellum,tail, and the body",0
14438,6,1.) When an emzyne csuch as insulin attaches to a cell it tells the cell to let in sugar.2.) equalibrum is when one side has more of a protien then the other so they transfer the protiens over untill they are equal.3.)When a protien fits into a channel protien to make it change shape for a bigger protien to come through.,0
14824,6,cell diffusionosmosis,0
14381,6,One way cells move is using a flagella.  It is a tale-like structure.  Another way cells move is using cilla.  These are hairlike structures on the outside of the cell.  The last way is the psudopod or false foot.  The cell sends out a part of itself and the rest follows.,0
14943,6,"mitosis, they seperate to make it easier to pass things through the cell. They are selectively permeable which alows them to chose what gets in and out of the cell.",0
15292,6,Osmossis is the diffusion of water. Diffussion is moving objects through the membrane.,1
14391,6,mRNA-messenger RNA that delivers information to other cellstRNA-transcript RNA that writes the information for the mRNArRNA-,0
14999,6,"Flagella can move a protist around, mitochondria moves throughout the membrane, and the lysosomes hold in food for energy, then, when needed, the food is let out.",0
14772,6,"Cells have receptors on their outside, that are in the phospholipid bilayer, that only allow substances in if they match up to the receptors perfectly. Cells also use a process in which they form a 'bubble' around a substance (endocytosis) that they want to bring into the cell (this uses ATP). Another process that cells use to control the movement of substances across the membrane is exocytosis, which is when the cell gets rid of substances by forming a 'bubble' around the substance and sending it out of the cell. This is very similar to endocytosis except it is used for the opposite goal.",2
14068,6,electric currents through the spinal cord going directly to the brain.,0
14491,6,"difffusion, osmosis, and protein carriers",0
14264,6,"Osmosis, water is moved through the cell.",1
13988,6,Cells use the process of diffusion to take in the substances. The protiens in the plasma membrane change their shape to carry substances throught the membrane and into the cell. Osmosis also brings substances into the cell by bringing them in through the water around the cell.,0
15681,6,Cells are the basic unit of all living things. Cells have numerous functions such as fighting off infections when they enter out body. They also transport information all over our body. They let the rest of our bodies know what they're suppose to do. Cells also keep us living and breathing.,0
14874,6,Osmosis- Water moves through the cell membraneDiffusion- Water diffuses through the membraneAbsorbition,1
14029,6,The golgi aperatis acts as the bodies UPS man to transport material.Flagela is used by certain organisms to move.,0
15242,6,The cell membrane uses diffusion and osmosis,0
15415,6,"Three processes used by cells to control the movement of substances across the cell membrane include the flagella, cell wall, and cytoplasm.     The flagella is a tail like attachment of a cell that allows the cell to move around.         The cell wall protects the cell and allows only specific particles in and out of it.          The cytoplasm is picky, and only allows certain materials to pass through it as well.",0
15659,6,"endocytocis, exocytocis, ion channels",0
14367,6,"The three ways cells move things across their membraine is osmosis, active transport and passive transport. Osmosis is the diffusion of water accross a semi-permiable membrane and doesnt require any energy. Active transport is when molecules are getting diffused against the concentration gradient and passive transport is when molecules are diffused going with the concentration garadient",3
14846,6,Endocytosis is the movement of substances into the cell. Exocytosis is the movement of substances out of the cell. Diffusion is the movement of substances from an area of high concentrain to an area of low concentration.,1
15407,6,they have movements that help the cell produce enought energy to move.the cells must have an energy source that will allow them to move and have a normal cell growth.while things are going past the cell membrane they have to watch for certain thigs that will allow the mto keep them safe.,0
15080,6,The cell can use the Goolgi the move food and things around. The  cell membrane also control what comes in and out of the cell.,0
15217,6,"On the cell membrane there are little holes that are selectivley premable, which allows only certian things to cross and not cross into the cell.",1
15354,6,ANAPHASE PROPHASETELOPHASE,0
15743,6,cytoplasm is used to move particles throughout the cell.the flagella is used like a tail on a cell for movement.and the cillia are little hairs used for movement in the cell to move particles across the cell membrane.,0
14210,6,1.Sliava2.Sweat3.waste,0
14889,6,Cells use diffusion to let substances permiate its membrane.Cells use facilitaded diffusion or use energy to help the substance pass through its membrane.Cells use passive diffusion or dont use energy to help the substance pass through its membrane.,1
15317,6,"Three processes used by cells to control the movement of substances across the cell membrane are when the cell membrane uses proteins to allow substances through the membrane, when small particles enter through the cell membrane, and when particles too large to enter the membrane through proteins use enzymes to make the particles smaller.",0
14489,6,Cells can control which amino acid strains pass through the membrane as directed by the nucleus of that cell.,0
14995,6,"the eukaryote carry the cells from the cell membrane. They go through meiosis, and mitosis. Then they put up a cell wall and put chloroplast around the outside of the wall.",0
15675,6,MrnaDNARNATrna,0
15630,6,Cell WallRibosomesFlagellum,0
14196,6,Selective permabilitymitosis,0
14577,6,"Three processes that control the movement across a cell membrane is the sugar, ribose, and a phosphate.",0
15447,6,The cell membrane has holes in  it for proteins and enzymes to pass through. It also has a gate to keep unwanted molecules out. Certain molecules must become attached to the passage for the molecule to pass through. Also the cellmembrane itself does not allow  molecules to go through it unless they have the right structure for it to go through.They must diffuse across the membrane.,0
14473,6,active transport- active transport is when a cell uses energy to transport substances across the cell membranepassive transport- passive transport is when a cell transports materials across the cell membrane without the use of energyosmosis- osmosis is the transport of substances through the semi-permeable membrane (water),3
14547,6,"There is Active transport, Passive transport, and something else.",0
15449,6,cydokenesisendoparticulum movment,0
13982,6,"Three processes used by cells to control the movement of substances across the cell membrane include: Keeping all the healthy cells healthy, getting rid of the bad cells, and maintaining a smooth environment.",0
14291,6,Osmosis is used to move water across the cell membrane.______ moves large particles across the cell membrane.______ moves small particles across the cell membrane.,1
14423,6,anaphaseprophasetelophase,0
15211,6,"Three processes that are used by a cell to control movement are osmosis, diffusion, and active transport. Osmosis is the movement of water across a selectively premiable membrane. It requires no energy, so it is called anerobic. Diffusion is the movement of particles in a cell from high to low concentration, this process also uses no energy because it goes with the concentration gradient. Active transport is the movement of particles in a cell from low to high concentration, this process uses energy, or ATP, because it goes against the concentration gradient.",3
14229,6,transfusion,0
14326,6,"the cells us enzymes, amino acids, and chromosomes.",0
15745,6,Flagella are used for movement by the cell. Cellular Respiration is a processed used by the cell to breathe. Mitosis is another process used by the cell to reproduce.,0
15163,6,One type of movement control is passive transportation.,0
14529,6,The cell membrane creates a barrier for all things entering or exiting the cell. The golgi body works as a pack mule to move proteins throughout the cell. The cilia or flagella are finger-like structures used to move objects.,0
14602,6,mitosis,0
14275,6,"The cell uses three basic processes for movement across the membrane; one is the flagelum, another the cytoplasm and finally the protein in the ribonucleis acid",0
14969,6,"They can use their cilia, flagella or they could not move at all.",0
14357,6,"Osmosis is the diffusion of water across the cell membrane.By Mitosis, the cell is divided, leaving more room for increased production and disposal of substances.The Golgi apparatus is used to diffuse substances, such as removing damaged proteins from the cell.",1
14548,6,"The cell can use passive transport, which allows things to freely move in and out of the cell given the concentration of the matter. Active transport uses energy from the cell to move materials against the gradient. One form of this moves materials out, called endosymbiosis. Another form moves them inside the cell, called exosymbiosis.",1
14660,6,reproduction,0
14070,6,the cell wallgolgi,0
14596,6,"Cell growth, cell division, replication.",0
14198,6,Active transport- using energy to move something across the membrane.Inactive transport- No energy needed to move a substance across the membrane.Facillitated diffusion- inactive transport that uses proteins to move a substance across the membrane.,2
14442,6,"1. Passive Diffusion: The passing of substances through the cell membrane, taking no energy on the cell's part.2. Facilitated Diffusion: The passing of substances through the cell membrane that requires energy, working against the gradient.3. Osmosis: Diffusion involving water.",3
15366,6,"Passive transport, active transport, and diffusion.Passive transport is things leaving and entering the cell without using any energy.Active transport is using energy to move things into or out of the cell.Diffusion is when an area of higher concentration moves that substance that it is concentrated in to an area with a lower concentration.",3
14439,6,"Cells use selective permiability to control substance movement. The plasma membrane is semi-permiable. It allows water in and out without trouble. However, it acts like a screen because it blocks substances such as sodium from entering the cell. The plasma membrane uses selective permiability because it controls the amout and when of the allowance of substance entrance. Substances enter the cell through carrier proteins. These proteins are surrounded by polar heads and non-fatty acid tails. This membrane is water soluable. The carrier proteins use active and passive transport to move substances in and out of the cell. Passive transport allows substances to move with the gradient and active transport uses cell energy to move substances against the gradient.",3
15101,6,Osmosis is the process where water flows in and out of the cell membrane.Active transport uses energy to move molecules throught he membrane of a cell.Passive transport is a process where molecules move through the cell membrane without the use of energy.,3
14890,6,"Three types of movement that cells use to move substances acrossed the membrane are, one is osomis. Osomis is the movement of water across the cell membrane. Diffusion is also one, during diffusion a substance moves from high to low concertration.",2
14485,6,"One process used by cells is endocytosis.  In endocytosis, the cell engulfs a particle or another organism by completely surrounding it and turning the space with the particle into a vesicle.  This vesicle can now travel into the cell.  Also exocytosis is used by cells to get certain materials to leave the cell.  A vesicle is created around the particle which is then transferred outside of the cell membrane.  Another process used by cells is diffusion through protein channels.  The directs for a protein channel to be opened up in the cell membrane, and diffusion then takes its natural course of moving from an area of high concentration to an area of low concentration until equillibrium is reached.",3
15688,6,"Passive transport-transport that requires no energy and uses transport protiensfacilitaed diffusion- type of passive transport, movement of particles from high concentration to lower concentrationactive transport- trnasport that requires enery and uses transport protiens",2
14313,6,Active transport:Were enrgy is used to let something go out of the body because it is opposite of the flow.Passive transport:Energy is not used to have protiens or other materials pass through the membrane.Osmosis:Were substances pass through the cell membrane because the cell has lower concentration then out side of the cell.,2
14561,6,1.Diffusion- when cells go from a more concentrated area to a less concentrated area.2. Facilitated Diffusion- when molecules can't move through the lipid bilayer and move through the protein channel instead3. Osmosis- the diffusion of water through a selectively permeable membrane,3
14262,6,Active transport- diffusion against the concentration gradient.Passive transport- diffusion along the concentration gradient.Diffusion- The random movement of praticles from an area of high concentraion to low concentration.,2
14477,6,Diffusion is when small particles cross over the membrane from areas of high concentration to areas of low concentration. It does not require energy but is a way to keep the environment in which the cell is in balanced.Osmosis is the diffusion of water particles through the cell membrane. It is also relative to the environment and will move from an area of high concentration of water particles to an area of low concentration of water particles.Facilitated Diffusion is when the cell has to use energy to pass particles through the membrane. It is moving particles from low concentration to high concentration.,2
